Date,Adj Close,Close,High,Low,Open,Volume,ticker,return_1d,return_5d,vol_ma_5,price_ma_5,price_ma_20,volatility_20,sp_return_1d,sp_return_5d,alpha_1d,alpha_5d,future_stock_return_5d,future_sp_return_5d,future_alpha_5d,label_abs_alpha_gt_1pct
2016-05-06,21.12712860107422,23.18000030517578,23.362499237060547,22.962499618530273,23.342500686645508,174799600,AAPL,-0.005577160172129503,-0.004858241689528198,180485840.0,21.29379653930664,23.243036842346193,,0.0031746390805036384,-0.003951075416199323,-0.008751799252633141,-0.0009071662733288743,-0.02372773479465906,-0.0051187122784176475,-0.018609022516241414,1
2016-05-09,21.143075942993164,23.197500228881836,23.4424991607666,23.147499084472656,23.25,131745600,AAPL,0.0007548277013911253,-0.003044004235308373,168306880.0,21.280885314941408,23.06564588546753,0.017392366549401128,0.0007534970439868616,-0.010925176912609746,1.3306574042637465e-06,0.007881172677301373,0.011746800491219567,0.0038713798240452846,0.007875420667174282,0
2016-05-10,21.28662109375,23.354999542236328,23.392499923706055,23.02750015258789,23.332500457763672,134747200,AAPL,0.006789227411558629,-0.012515563936545182,149791280.0,21.226927185058592,22.879352188110353,0.01705621161142164,0.012483643435067249,0.010187108563574743,-0.005694416023508619,-0.022702672500119925,0.0007493512730818441,-0.017837321018016494,0.01858667229109834,1
2016-05-11,21.07927131652832,23.127500534057617,23.392499923706055,23.114999771118164,23.3700008392334,114876400,AAPL,-0.009740849724739098,-0.011856266673056615,139946160.0,21.176343154907226,22.664572048187257,0.016223199067696592,-0.009561518078546327,0.006503687247868983,-0.00017933164619277076,-0.018359953920925598,0.022159850208236742,-0.00815223175703772,0.030312081965274462,1
2016-05-12,20.584815979003906,22.584999084472656,23.19499969482422,22.36750030517578,23.18000030517578,305258800,AAPL,-0.023456946404817658,-0.031103016898643587,172285520.0,21.044182586669923,22.42438974380493,0.016359540025021452,-0.0001694649071644072,0.006573699487343099,-0.02328748149765325,-0.037676716385986686,0.04272721511082089,-0.011661232737937177,0.05438844784875807,1
2016-05-13,20.625829696655273,22.6299991607666,22.917499542236328,22.5,22.5,177571200,AAPL,0.0019924257614545304,-0.02372773479465906,172839840.0,20.943922805786134,22.21173734664917,0.01640989050531784,-0.00847828902508041,-0.0051187122784176475,0.01047071478653494,-0.018609022516241414,0.051922368253748186,0.002790020105775781,0.049132348147972404,1
2016-05-16,21.39143943786621,23.469999313354492,23.59749984741211,22.912500381469727,23.09749984741211,245039200,AAPL,0.03711897908936446,0.011746800491219567,195498560.0,20.99359550476074,22.064202976226806,0.01910674173585849,0.009796652464963085,0.0038713798240452846,0.027322326624401372,0.007875420667174282,0.02716241911143502,-0.009009645436955482,0.0361720645483905,1
2016-05-17,21.30257225036621,23.372499465942383,23.674999237060547,23.252500534057617,23.637500762939453,187667600,AAPL,-0.004154334155872186,0.0007493512730818441,206082640.0,20.996785736083986,21.91868019104004,0.01911150852820763,-0.009411297455333645,-0.017837321018016494,0.005256963299461459,0.01858667229109834,0.04717073624526713,0.014092398047456989,0.03307833819781014,1
2016-05-18,21.546384811401367,23.639999389648438,23.802499771118164,23.47249984741211,23.540000915527344,168249600,AAPL,0.011445216951721182,0.022159850208236742,216757280.0,21.090208435058592,21.78285684585571,0.019437646001628953,0.00020517873267866804,-0.00815223175703772,0.011240038219042514,0.030312081965274462,0.05351085835263647,0.020955951064090428,0.03255490728854604,1
2016-05-19,21.46434783935547,23.549999237060547,23.65999984741211,23.392499923706055,23.65999984741211,121768400,AAPL,-0.003807458780857198,0.04272721511082089,180059200.0,21.266114807128908,21.65606746673584,0.01940422993925991,-0.003706707658226005,-0.011661232737937177,-0.00010075112263119301,0.05438844784875807,0.06592411249833385,0.024538762786614265,0.04138534971171959,1
2016-05-20,21.6967716217041,23.80500030517578,23.857500076293945,23.6299991607666,23.65999984741211,128104000,AAPL,0.01082836450881941,0.051922368253748186,170165760.0,21.48030319213867,21.544183254241943,0.019735940757575156,0.006019504059596059,0.002790020105775781,0.004808860449223351,0.049132348147972404,0.05387505640482315,0.022774220724615768,0.031100835680207384,1
2016-05-23,21.972482681274414,24.107500076293945,24.297500610351562,23.917499542236328,23.967500686645508,152074400,AAPL,0.012707469312831288,0.02716241911143502,151572800.0,21.596511840820312,21.452878952026367,0.020112947401735,-0.0020854589704891735,-0.009009645436955482,0.014792928283320461,0.0361720645483905,0.03556963861433271,0.023881326134504555,0.011688312479828156,1
2016-05-24,22.307430267333984,24.475000381469727,24.522499084472656,24.209999084472656,24.30500030517578,140560800,AAPL,0.015243957222231597,0.04717073624526713,142151440.0,21.797483444213867,21.386588287353515,0.0205371450614467,0.013681382686285826,0.014092398047456989,0.001562574535945771,0.03307833819781014,0.005719968965889333,0.011208741016390578,-0.005488772050501245,0
2016-05-25,22.699350357055664,24.905000686645508,24.934999465942383,24.52750015258789,24.667499542236328,152675200,AAPL,0.017569037985320612,0.05351085835263647,139036560.0,22.028076553344725,21.413839530944824,0.015414636535588139,0.006974740643369559,0.020955951064090428,0.010594297341951053,0.03255490728854604,-0.01907251972250723,0.007041228786857534,-0.026113748509364765,1
2016-05-26,22.879365921020508,25.102500915527344,25.1825008392334,24.65999984741211,24.920000076293945,225324800,AAPL,0.007930428013720237,0.06592411249833385,159747840.0,22.311080169677734,21.4839506149292,0.013507882917951956,-0.00021044390350322129,0.024538762786614265,0.008140871917223458,0.04138534971171959,-0.024798553642790933,0.0043202644535424994,-0.029118818096333432,1
